,QueryImageName,QueryImageClass,Top1 ImgCls,Top2 ImgCls,Top3 ImgCls,Top4 ImgCls,Top5 ImgCls,Top1 similaritys,Top2 similaritys,Top3 similaritys,Top4 similaritys,Top5 similaritys
320,image_01688.jpg,82,82,82,82,44,44,0.72,0.79,0.82,0.77,0.8
321,image_01220.jpg,74,83,51,74,83,83,0.82,0.78,0.77,0.77,0.77
322,image_00315.jpg,73,73,73,78,78,83,0.95,0.79,0.74,0.77,0.71
323,image_01089.jpg,46,46,46,46,89,46,0.79,0.79,0.77,0.67,0.73
324,image_00239.jpg,77,77,82,82,82,77,0.94,0.79,0.76,0.76,0.78
325,image_01621.jpg,82,46,83,88,77,46,0.68,0.67,0.73,0.7,0.61
326,image_01320.jpg,51,51,51,51,51,81,0.78,0.84,0.78,0.81,0.72
327,image_01444.jpg,51,51,51,51,51,51,0.82,0.72,0.75,0.73,0.67
328,image_02051.jpg,80,88,89,80,83,80,0.67,0.69,0.71,0.7,0.61
329,image_01138.jpg,46,46,82,77,83,77,0.75,0.69,0.65,0.66,0.65
330,image_01488.jpg,51,51,51,51,51,51,0.64,0.73,0.77,0.71,0.65
331,image_00337.jpg,73,73,81,73,89,89,0.86,0.78,0.8,0.74,0.74
332,image_00345.jpg,73,73,81,73,73,73,0.83,0.83,0.75,0.82,0.78
333,image_01048.jpg,46,46,46,46,46,46,0.73,0.68,0.73,0.7,0.68
334,image_00302.jpg,73,73,73,73,78,73,0.82,0.79,0.73,0.8,0.78
335,image_00790.jpg,81,81,83,81,81,81,0.76,0.75,0.8,0.73,0.75
336,image_01761.jpg,83,83,83,82,82,83,0.74,0.83,0.67,0.79,0.79
337,image_01145.jpg,74,46,82,46,51,46,0.62,0.69,0.65,0.7,0.67
338,image_01909.jpg,78,80,83,89,89,89,0.63,0.62,0.65,0.68,0.62
339,image_01180.jpg,74,89,46,89,89,51,0.75,0.68,0.71,0.71,0.69
340,image_00863.jpg,81,81,81,81,81,81,0.84,0.78,0.84,0.75,0.81
341,image_01205.jpg,74,80,88,74,88,88,0.68,0.66,0.67,0.65,0.62
342,image_00050.jpg,77,77,77,77,77,77,0.7,0.78,0.72,0.69,0.66
343,image_01172.jpg,74,74,80,46,74,74,0.74,0.65,0.75,0.76,0.63
344,image_01629.jpg,82,51,73,82,81,51,0.83,0.76,0.8,0.78,0.79
345,image_00716.jpg,89,89,80,80,80,80,0.8,0.72,0.54,0.64,0.6
346,image_01807.jpg,83,44,74,46,77,83,0.64,0.61,0.66,0.65,0.59
347,image_01522.jpg,44,89,89,83,89,83,0.76,0.74,0.72,0.72,0.74
348,image_01136.jpg,46,46,82,46,77,51,0.61,0.67,0.66,0.65,0.65
349,image_01478.jpg,51,51,51,51,51,51,0.64,0.67,0.65,0.68,0.71
350,image_01042.jpg,46,46,46,46,46,46,0.78,0.74,0.74,0.76,0.77
351,image_01430.jpg,51,51,51,51,83,51,0.76,0.67,0.63,0.67,0.66
352,image_00387.jpg,73,77,77,73,82,82,0.75,0.8,0.8,0.72,0.75
353,image_01625.jpg,82,82,82,83,83,78,0.8,0.71,0.76,0.71,0.75
354,image_00652.jpg,89,89,89,89,89,89,0.79,0.82,0.76,0.76,0.81
355,image_00211.jpg,77,77,77,77,77,77,0.75,0.76,0.68,0.73,0.73
356,image_00090.jpg,77,77,77,77,82,82,0.85,0.91,0.82,0.78,0.8
357,image_01494.jpg,44,80,44,89,88,89,0.68,0.68,0.68,0.65,0.65
358,image_01487.jpg,51,51,51,51,51,51,0.72,0.72,0.64,0.68,0.65
359,image_01094.jpg,46,83,46,46,89,89,0.67,0.72,0.7,0.67,0.78
360,image_01157.jpg,74,81,81,81,73,81,0.84,0.76,0.79,0.83,0.78
361,image_00588.jpg,88,51,88,88,83,88,0.65,0.66,0.66,0.64,0.67
362,image_00135.jpg,77,77,74,77,77,77,0.64,0.61,0.63,0.62,0.65
363,image_00526.jpg,88,88,74,89,51,74,0.62,0.68,0.66,0.6,0.67
364,image_02063.jpg,80,80,80,89,89,89,0.6,0.59,0.59,0.6,0.58
365,image_01032.jpg,46,89,46,46,46,46,0.7,0.77,0.76,0.74,0.69
366,image_01455.jpg,51,51,51,51,51,51,0.57,0.64,0.71,0.67,0.71
367,image_01661.jpg,82,51,51,82,44,82,0.75,0.72,0.66,0.69,0.73
368,image_01567.jpg,44,44,44,82,44,82,0.72,0.79,0.7,0.82,0.73
369,image_00295.jpg,73,73,73,78,73,73,0.71,0.72,0.73,0.71,0.74
370,image_00438.jpg,73,81,78,88,81,78,0.68,0.73,0.74,0.73,0.65
371,image_00183.jpg,77,73,44,81,88,89,0.64,0.63,0.68,0.6,0.64
372,image_00808.jpg,81,81,81,81,81,81,0.82,0.77,0.7,0.72,0.78
373,image_00776.jpg,89,89,80,83,89,89,0.7,0.64,0.72,0.8,0.7
374,image_00614.jpg,89,89,89,89,89,89,0.79,0.74,0.74,0.71,0.75
375,image_00118.jpg,77,77,77,77,77,82,0.83,0.83,0.75,0.84,0.68
376,image_00244.jpg,77,77,77,77,77,77,0.75,0.58,0.72,0.72,0.59
377,image_01103.jpg,46,46,46,46,46,46,0.74,0.74,0.67,0.66,0.7
378,image_00884.jpg,81,51,82,81,51,77,0.63,0.66,0.71,0.62,0.64
379,image_00736.jpg,89,74,80,88,88,74,0.68,0.53,0.61,0.63,0.58
380,image_00233.jpg,77,77,77,77,82,82,0.84,0.82,0.87,0.8,0.81
381,image_00718.jpg,89,83,74,89,80,77,0.62,0.58,0.62,0.67,0.65
382,image_01958.jpg,78,78,78,78,83,78,0.84,0.83,0.82,0.75,0.76
383,image_00491.jpg,88,88,74,88,74,74,0.7,0.67,0.65,0.61,0.69
384,image_01492.jpg,44,44,44,44,44,44,0.78,0.77,0.65,0.6,0.6
385,image_01031.jpg,46,46,46,46,46,46,0.64,0.73,0.76,0.74,0.71
386,image_00055.jpg,77,78,73,73,78,77,0.8,0.75,0.75,0.76,0.8
387,image_00989.jpg,46,46,46,46,46,46,0.76,0.77,0.82,0.78,0.8
388,image_01762.jpg,83,89,89,83,89,88,0.77,0.79,0.85,0.75,0.61
389,image_01810.jpg,83,88,74,74,78,74,0.73,0.78,0.73,0.75,0.75
390,image_01519.jpg,44,51,51,83,44,83,0.73,0.69,0.74,0.61,0.68
391,image_01304.jpg,74,81,74,81,81,83,0.78,0.85,0.79,0.82,0.77
392,image_01861.jpg,78,77,88,74,78,77,0.68,0.62,0.63,0.65,0.72
393,image_00022.jpg,77,73,77,78,77,78,0.59,0.64,0.63,0.66,0.6
394,image_01949.jpg,78,73,74,78,78,77,0.6,0.72,0.77,0.71,0.64
395,image_01108.jpg,46,46,46,46,46,46,0.85,0.83,0.82,0.72,0.72
396,image_01914.jpg,78,80,89,89,89,78,0.72,0.71,0.7,0.67,0.74
397,image_01757.jpg,83,78,83,83,83,78,0.72,0.69,0.92,0.78,0.72
398,image_01907.jpg,78,78,73,81,73,73,0.94,0.79,0.78,0.84,0.82
399,image_00949.jpg,46,46,46,46,46,46,0.85,0.86,0.87,0.78,0.83
400,image_00607.jpg,89,83,83,83,89,83,0.81,0.83,0.81,0.81,0.84
401,image_01183.jpg,74,46,83,74,74,46,0.66,0.64,0.63,0.68,0.64
402,image_00962.jpg,46,46,46,46,83,46,0.7,0.68,0.62,0.64,0.66
403,image_00822.jpg,81,81,89,81,83,80,0.82,0.76,0.81,0.79,0.67
404,image_00616.jpg,89,89,89,78,89,83,0.84,0.8,0.8,0.8,0.86
405,image_00303.jpg,73,73,73,73,73,78,0.89,0.78,0.88,0.82,0.79
406,image_01948.jpg,78,78,82,78,78,82,0.88,0.77,0.8,0.84,0.69
407,image_01434.jpg,51,51,51,51,51,51,0.74,0.67,0.77,0.7,0.74
408,image_00024.jpg,77,77,77,77,77,77,0.8,0.73,0.8,0.78,0.8
409,image_01812.jpg,83,83,83,83,78,81,0.81,0.77,0.78,0.73,0.74
410,image_01127.jpg,46,46,51,46,46,89,0.71,0.67,0.72,0.67,0.67
411,image_01983.jpg,80,89,44,77,89,82,0.77,0.65,0.62,0.74,0.7
412,image_01007.jpg,46,46,46,46,46,46,0.71,0.61,0.61,0.69,0.69
413,image_00705.jpg,89,89,89,89,89,89,0.71,0.76,0.69,0.71,0.74
414,image_03334.jpg,8,8,8,8,8,8,0.63,0.65,0.61,0.62,0.55
415,image_03908.jpg,17,41,17,17,17,41,0.8,0.78,0.82,0.8,0.8
416,image_02427.jpg,43,76,75,53,75,86,0.61,0.62,0.64,0.59,0.55
417,image_03223.jpg,65,65,65,65,65,65,0.83,0.8,0.81,0.77,0.81
418,image_03710.jpg,53,51,53,53,51,86,0.73,0.83,0.77,0.8,0.74
419,image_03160.jpg,11,11,51,11,11,72,0.77,0.77,0.73,0.73,0.77
420,image_02199.jpg,41,41,41,41,17,17,0.74,0.66,0.77,0.58,0.69
421,image_03046.jpg,92,76,43,29,29,84,0.52,0.59,0.56,0.58,0.57
422,image_02406.jpg,43,92,8,92,43,37,0.61,0.61,0.64,0.64,0.6
423,image_02272.jpg,41,41,12,41,12,41,0.77,0.71,0.72,0.73,0.73
424,image_02082.jpg,75,72,43,75,76,76,0.56,0.57,0.62,0.59,0.59
425,image_02598.jpg,84,76,43,84,84,92,0.69,0.7,0.69,0.7,0.6
426,image_02818.jpg,56,56,56,56,56,56,0.68,0.82,0.83,0.77,0.82
427,image_03730.jpg,53,11,53,53,53,51,0.79,0.85,0.8,0.83,0.77
428,image_02592.jpg,84,92,75,56,84,37,0.63,0.58,0.65,0.63,0.63
429,image_03871.jpg,17,17,17,17,17,17,0.71,0.72,0.74,0.69,0.7
430,image_02717.jpg,58,58,58,58,60,58,0.8,0.79,0.81,0.78,0.83
431,image_02593.jpg,84,86,43,51,43,76,0.71,0.74,0.75,0.69,0.74
432,image_03543.jpg,30,30,30,30,30,30,0.87,0.75,0.82,0.77,0.76
433,image_03549.jpg,72,72,72,53,72,72,0.75,0.79,0.68,0.73,0.78
434,image_03833.jpg,17,17,17,17,17,17,0.67,0.72,0.68,0.66,0.6
435,image_02949.jpg,60,60,60,60,58,60,0.84,0.85,0.85,0.79,0.74
436,image_02145.jpg,75,75,43,84,8,8,0.78,0.57,0.55,0.61,0.64
437,image_02795.jpg,56,29,58,56,56,56,0.64,0.68,0.73,0.71,0.72
438,image_03804.jpg,37,37,72,43,84,37,0.64,0.7,0.64,0.61,0.68
439,image_02554.jpg,84,84,43,37,84,37,0.7,0.67,0.6,0.67,0.61
440,image_03864.jpg,17,72,17,72,41,17,0.64,0.68,0.62,0.62,0.65
441,image_02932.jpg,60,60,58,58,60,29,0.81,0.73,0.73,0.81,0.63
442,image_03382.jpg,23,76,23,23,29,23,0.6,0.56,0.58,0.64,0.76
443,image_02073.jpg,75,75,86,23,76,75,0.59,0.58,0.57,0.56,0.62
444,image_03949.jpg,51,76,84,56,92,53,0.53,0.63,0.66,0.63,0.67
445,image_03359.jpg,8,37,23,8,23,43,0.6,0.58,0.65,0.6,0.57
446,image_03081.jpg,92,92,92,92,92,92,0.75,0.72,0.8,0.77,0.74
447,image_03189.jpg,65,65,65,65,65,65,0.75,0.76,0.68,0.73,0.71
448,image_02716.jpg,58,58,53,58,58,58,0.68,0.68,0.71,0.66,0.77
449,image_03072.jpg,92,92,92,92,92,56,0.81,0.77,0.62,0.69,0.71
450,image_03417.jpg,23,29,51,23,23,56,0.62,0.53,0.63,0.6,0.57
451,image_02700.jpg,58,58,58,58,58,58,0.87,0.84,0.82,0.83,0.78
452,image_03493.jpg,30,30,72,72,76,76,0.66,0.7,0.63,0.66,0.65
453,image_02780.jpg,56,72,56,56,56,60,0.7,0.8,0.79,0.79,0.73
454,image_02965.jpg,60,60,56,60,56,60,0.82,0.77,0.84,0.75,0.84
455,image_02587.jpg,84,84,84,60,86,84,0.68,0.74,0.69,0.69,0.69
456,image_03998.jpg,12,12,12,12,12,12,0.76,0.8,0.74,0.68,0.87
457,image_02906.jpg,86,86,51,86,51,86,0.82,0.81,0.77,0.76,0.73
458,image_04024.jpg,12,12,12,65,12,37,0.69,0.68,0.7,0.63,0.6
459,image_02516.jpg,76,29,58,30,58,60,0.55,0.6,0.58,0.58,0.57
460,image_03991.jpg,51,72,11,30,43,30,0.72,0.71,0.73,0.72,0.65
461,image_03374.jpg,23,23,23,23,92,23,0.65,0.59,0.55,0.54,0.59
462,image_02841.jpg,56,56,65,56,56,41,0.76,0.64,0.76,0.68,0.77
463,image_02486.jpg,76,76,76,76,76,51,0.79,0.79,0.75,0.77,0.8
464,image_02287.jpg,41,30,17,41,41,41,0.8,0.84,0.81,0.84,0.83
465,image_02602.jpg,84,37,30,23,92,84,0.65,0.66,0.64,0.68,0.66
466,image_04113.jpg,29,92,29,29,30,43,0.65,0.66,0.71,0.64,0.65
467,image_02798.jpg,56,56,56,65,56,56,0.78,0.78,0.66,0.72,0.69
468,image_03602.jpg,72,72,72,86,51,86,0.84,0.7,0.81,0.75,0.65
469,image_02848.jpg,56,56,56,65,56,56,0.68,0.76,0.59,0.73,0.78
470,image_02759.jpg,56,56,56,56,56,56,0.71,0.7,0.76,0.75,0.7
471,image_03407.jpg,23,30,23,23,75,76,0.62,0.68,0.58,0.54,0.61
472,image_02772.jpg,56,60,56,56,56,56,0.76,0.78,0.73,0.79,0.78
473,image_03037.jpg,92,92,92,92,29,92,0.68,0.71,0.67,0.69,0.73
474,image_02750.jpg,58,58,58,58,58,58,0.75,0.76,0.78,0.73,0.81
475,image_03626.jpg,72,30,60,72,72,58,0.7,0.69,0.74,0.76,0.68
476,image_03981.jpg,51,76,53,72,72,51,0.76,0.66,0.76,0.73,0.79
477,image_03862.jpg,17,17,84,17,41,17,0.68,0.69,0.73,0.68,0.75
478,image_04019.jpg,12,12,12,12,12,12,0.82,0.83,0.83,0.76,0.82
479,image_03276.jpg,65,65,29,65,65,58,0.66,0.62,0.68,0.8,0.67
480,image_02971.jpg,60,60,60,60,60,60,0.84,0.84,0.78,0.75,0.82
481,image_02404.jpg,43,56,43,43,58,84,0.58,0.73,0.66,0.7,0.65
482,image_02308.jpg,41,41,41,41,41,41,0.71,0.68,0.71,0.77,0.75
483,image_02456.jpg,76,76,86,86,76,76,0.71,0.66,0.67,0.62,0.66
484,image_02217.jpg,41,41,41,72,41,41,0.77,0.69,0.81,0.75,0.69
485,image_03388.jpg,23,29,23,23,76,23,0.68,0.65,0.72,0.62,0.69
486,image_03858.jpg,17,17,84,17,17,76,0.72,0.65,0.65,0.62,0.7
487,image_02669.jpg,58,58,58,58,58,58,0.74,0.67,0.69,0.86,0.67
488,image_03604.jpg,72,72,72,72,72,51,0.71,0.74,0.76,0.69,0.73
489,image_02282.jpg,41,41,41,41,41,17,0.7,0.8,0.81,0.83,0.78
490,image_02980.jpg,60,60,60,60,60,58,0.79,0.81,0.82,0.79,0.77
491,image_03918.jpg,51,43,51,30,72,37,0.7,0.68,0.67,0.68,0.63
492,image_03533.jpg,30,53,51,11,30,51,0.77,0.72,0.78,0.77,0.75
493,image_03143.jpg,11,72,11,11,72,11,0.75,0.8,0.7,0.76,0.74
494,image_03741.jpg,37,37,37,37,37,37,0.65,0.59,0.57,0.62,0.61
495,image_02475.jpg,76,76,76,23,76,23,0.67,0.62,0.6,0.71,0.62
496,image_02601.jpg,84,29,37,23,92,29,0.57,0.62,0.59,0.65,0.6
497,image_02869.jpg,86,86,86,51,86,51,0.81,0.82,0.79,0.76,0.76
498,image_02178.jpg,75,75,84,43,65,72,0.72,0.6,0.63,0.62,0.67
499,image_02405.jpg,43,43,11,29,43,41,0.58,0.54,0.53,0.52,0.54
500,image_02933.jpg,60,56,60,58,56,65,0.77,0.83,0.8,0.76,0.8
501,image_03875.jpg,17,17,41,17,17,17,0.71,0.66,0.64,0.71,0.77
502,image_03516.jpg,30,72,72,51,43,72,0.78,0.75,0.75,0.68,0.73
503,image_03951.jpg,51,58,29,53,53,43,0.65,0.58,0.6,0.65,0.6
504,image_03279.jpg,65,65,65,65,65,65,0.77,0.83,0.75,0.75,0.7
505,image_03458.jpg,23,65,65,65,8,8,0.62,0.66,0.61,0.55,0.53
506,image_03634.jpg,72,72,75,43,72,72,0.76,0.61,0.79,0.82,0.68
507,image_02831.jpg,56,56,56,56,56,56,0.92,0.85,0.74,0.8,0.86
508,image_02849.jpg,56,56,56,56,56,56,0.76,0.75,0.76,0.76,0.76
509,image_02859.jpg,56,56,56,65,56,56,0.7,0.81,0.62,0.81,0.84
510,image_03739.jpg,37,41,84,56,41,60,0.73,0.85,0.74,0.79,0.78
511,image_02714.jpg,58,58,60,58,58,56,0.81,0.72,0.75,0.76,0.75
512,image_03197.jpg,65,65,65,65,12,65,0.66,0.76,0.69,0.59,0.72
513,image_02540.jpg,76,76,75,75,23,76,0.64,0.54,0.57,0.59,0.66
514,image_02776.jpg,56,56,56,56,86,56,0.8,0.83,0.82,0.74,0.7
515,image_02166.jpg,75,92,84,75,60,53,0.64,0.66,0.65,0.61,0.6
516,image_03560.jpg,72,51,51,72,11,84,0.7,0.76,0.81,0.77,0.68
517,image_04005.jpg,12,65,65,75,65,58,0.67,0.67,0.63,0.67,0.6
518,image_02567.jpg,84,37,75,37,84,84,0.6,0.64,0.66,0.69,0.69
519,image_03309.jpg,8,8,8,8,8,8,0.62,0.63,0.58,0.66,0.65
520,image_03015.jpg,60,60,60,60,60,58,0.77,0.78,0.76,0.79,0.74
521,image_03916.jpg,51,51,51,60,53,53,0.79,0.72,0.8,0.75,0.71
522,image_03180.jpg,11,56,60,60,60,60,0.56,0.63,0.6,0.63,0.63
523,image_03216.jpg,65,65,65,65,65,65,0.81,0.74,0.63,0.77,0.77
524,image_02364.jpg,43,43,43,43,11,43,0.74,0.73,0.73,0.6,0.68
525,image_03456.jpg,23,23,86,76,76,29,0.69,0.58,0.57,0.61,0.69
526,image_03785.jpg,37,37,84,51,56,37,0.66,0.63,0.62,0.63,0.66
527,image_02935.jpg,60,60,60,60,11,60,0.89,0.83,0.83,0.7,0.72
528,image_03983.jpg,51,51,11,51,11,76,0.65,0.58,0.67,0.68,0.61
529,image_02548.jpg,76,75,76,75,76,76,0.64,0.77,0.68,0.76,0.74
530,image_02677.jpg,58,58,58,58,58,58,0.84,0.8,0.79,0.73,0.83
531,image_03288.jpg,8,37,8,8,8,8,0.59,0.59,0.64,0.59,0.58
532,image_02555.jpg,84,37,84,84,37,84,0.68,0.78,0.76,0.67,0.7
533,image_04120.jpg,29,29,29,29,65,29,0.67,0.68,0.64,0.63,0.7
534,image_03682.jpg,53,86,76,43,76,76,0.7,0.7,0.69,0.67,0.74
535,image_03261.jpg,65,58,43,60,65,58,0.69,0.69,0.67,0.78,0.67
536,image_03454.jpg,23,23,29,23,23,76,0.65,0.59,0.64,0.63,0.55
537,image_03282.jpg,65,65,65,65,65,65,0.81,0.8,0.76,0.74,0.69
538,image_03780.jpg,37,37,37,37,37,37,0.65,0.73,0.6,0.61,0.62
539,image_02860.jpg,56,56,56,51,56,56,0.62,0.74,0.58,0.8,0.7
540,image_04030.jpg,12,12,12,12,12,41,0.82,0.78,0.8,0.74,0.75
541,image_02341.jpg,43,75,75,11,51,53,0.62,0.61,0.68,0.56,0.64
542,image_03857.jpg,17,17,17,17,17,17,0.75,0.67,0.68,0.75,0.67
543,image_02816.jpg,56,56,56,56,56,56,0.89,0.73,0.81,0.79,0.77
544,image_02083.jpg,75,53,11,11,43,43,0.61,0.7,0.57,0.64,0.63
545,image_03225.jpg,65,65,65,65,65,65,0.71,0.72,0.82,0.81,0.83
546,image_03292.jpg,8,8,8,43,8,37,0.62,0.76,0.67,0.59,0.62
547,image_03806.jpg,37,37,37,37,37,37,0.69,0.75,0.69,0.72,0.67
548,image_03428.jpg,23,23,23,23,23,23,0.82,0.62,0.62,0.59,0.69
549,image_02279.jpg,41,41,41,41,29,60,0.8,0.8,0.76,0.71,0.78
550,image_03222.jpg,65,65,53,60,65,60,0.79,0.81,0.72,0.8,0.74
551,image_02232.jpg,41,72,60,60,60,86,0.71,0.76,0.77,0.78,0.78
552,image_02803.jpg,56,56,56,56,56,11,0.77,0.8,0.75,0.71,0.62
553,image_02706.jpg,58,58,58,58,58,58,0.87,0.82,0.83,0.83,0.89
554,image_03457.jpg,23,23,8,56,8,23,0.66,0.54,0.56,0.58,0.6
555,image_04040.jpg,12,12,41,12,12,41,0.81,0.67,0.77,0.75,0.73
556,image_02608.jpg,84,43,84,84,72,43,0.79,0.71,0.83,0.72,0.78
557,image_03287.jpg,8,8,8,8,92,8,0.68,0.56,0.66,0.58,0.69
558,image_02929.jpg,60,60,29,60,60,58,0.84,0.63,0.81,0.76,0.75
559,image_02789.jpg,56,56,65,56,56,56,0.71,0.75,0.76,0.6,0.78
560,image_03158.jpg,11,75,65,43,60,75,0.64,0.68,0.68,0.67,0.67
561,image_03063.jpg,92,92,41,41,41,41,0.8,0.75,0.69,0.7,0.67
562,image_03675.jpg,53,11,11,11,43,60,0.73,0.72,0.72,0.65,0.79
563,image_02528.jpg,76,75,75,86,76,86,0.63,0.71,0.73,0.76,0.67
564,image_02918.jpg,86,53,72,51,51,86,0.73,0.69,0.75,0.69,0.71
565,image_03274.jpg,65,65,65,65,65,65,0.92,0.91,0.92,0.78,0.87
566,image_02224.jpg,41,30,41,17,41,17,0.79,0.85,0.73,0.79,0.81
567,image_03095.jpg,11,75,43,75,51,84,0.59,0.68,0.66,0.61,0.65
568,image_02345.jpg,43,84,60,56,56,60,0.66,0.68,0.67,0.65,0.66
569,image_03203.jpg,65,65,65,65,65,65,0.66,0.77,0.68,0.65,0.64
570,image_02853.jpg,56,56,56,56,56,56,0.79,0.71,0.82,0.8,0.82
571,image_03250.jpg,65,65,65,56,65,65,0.76,0.8,0.61,0.64,0.68
572,image_02599.jpg,84,84,84,53,37,23,0.75,0.72,0.71,0.7,0.6
573,image_03262.jpg,65,65,43,65,75,37,0.65,0.64,0.69,0.63,0.61
574,image_02156.jpg,75,75,75,75,75,75,0.76,0.71,0.76,0.74,0.79
575,image_03873.jpg,17,56,17,17,17,8,0.66,0.66,0.73,0.69,0.61
576,image_03819.jpg,37,37,37,37,84,37,0.62,0.63,0.66,0.64,0.63
577,image_02098.jpg,75,76,75,72,76,75,0.67,0.72,0.72,0.66,0.7
578,image_03574.jpg,72,53,51,72,72,11,0.72,0.67,0.74,0.7,0.65
579,image_03559.jpg,72,72,72,84,43,37,0.92,0.84,0.7,0.75,0.74
580,image_03696.jpg,53,53,53,58,53,58,0.77,0.75,0.77,0.77,0.71
581,image_03416.jpg,23,23,23,23,23,23,0.81,0.68,0.66,0.66,0.63
582,image_03865.jpg,17,17,17,17,17,17,0.69,0.65,0.68,0.68,0.63
583,image_02879.jpg,86,86,86,72,86,51,0.7,0.76,0.71,0.74,0.69
584,image_03704.jpg,53,58,76,76,53,11,0.69,0.71,0.69,0.74,0.66
585,image_03888.jpg,17,17,41,41,17,41,0.67,0.67,0.64,0.61,0.62
586,image_02139.jpg,75,75,75,75,75,75,0.7,0.64,0.65,0.64,0.66
587,image_02699.jpg,58,58,58,58,58,60,0.85,0.81,0.76,0.77,0.77
588,image_02262.jpg,41,41,41,17,30,17,0.89,0.86,0.81,0.85,0.83
589,image_03337.jpg,8,8,8,8,72,8,0.62,0.6,0.56,0.62,0.64
590,image_03732.jpg,53,58,60,53,58,76,0.74,0.69,0.79,0.78,0.64
591,image_02125.jpg,75,75,51,11,53,75,0.64,0.66,0.71,0.68,0.72
592,image_02147.jpg,75,75,75,75,43,75,0.7,0.65,0.65,0.65,0.72
593,image_02415.jpg,43,11,43,76,43,51,0.6,0.63,0.63,0.68,0.64
594,image_02701.jpg,58,11,60,58,58,58,0.78,0.81,0.87,0.73,0.86
595,image_02206.jpg,41,41,12,41,41,41,0.8,0.73,0.72,0.7,0.7
596,image_02782.jpg,56,56,56,56,56,56,0.73,0.65,0.66,0.73,0.69
597,image_02438.jpg,43,43,43,60,58,43,0.68,0.59,0.69,0.66,0.59
598,image_04062.jpg,12,12,12,12,12,12,0.73,0.76,0.74,0.69,0.68
599,image_03075.jpg,92,92,92,84,92,41,0.81,0.74,0.64,0.65,0.75
600,image_03690.jpg,53,30,11,51,11,11,0.67,0.7,0.69,0.69,0.72
601,image_03396.jpg,23,23,23,23,23,23,0.67,0.74,0.74,0.76,0.66
602,image_02220.jpg,41,51,60,60,53,51,0.76,0.8,0.83,0.74,0.74
603,image_04131.jpg,29,29,29,84,29,23,0.72,0.78,0.56,0.72,0.61
604,image_03129.jpg,11,72,84,84,92,84,0.75,0.78,0.72,0.73,0.76
605,image_02453.jpg,76,76,76,76,51,86,0.66,0.68,0.74,0.69,0.69
606,image_03183.jpg,65,65,65,65,65,65,0.93,0.81,0.89,0.79,0.81
607,image_04033.jpg,12,11,56,60,56,56,0.56,0.6,0.61,0.61,0.57
608,image_02994.jpg,60,60,60,60,11,58,0.84,0.79,0.79,0.67,0.73
609,image_02628.jpg,84,84,92,84,17,84,0.76,0.7,0.8,0.65,0.85
610,image_02676.jpg,58,58,60,60,58,60,0.89,0.76,0.8,0.83,0.79
611,image_02072.jpg,75,75,65,76,76,76,0.67,0.59,0.6,0.7,0.68
612,image_02547.jpg,76,76,51,11,65,65,0.7,0.67,0.65,0.68,0.61
613,image_02581.jpg,84,72,84,84,84,92,0.67,0.7,0.73,0.75,0.74
614,image_04021.jpg,12,12,12,60,12,12,0.96,0.74,0.69,0.72,0.67
615,image_03823.jpg,37,37,37,37,43,37,0.74,0.68,0.66,0.67,0.7
616,image_03368.jpg,8,8,8,8,8,56,0.8,0.72,0.75,0.74,0.6
617,image_03946.jpg,51,72,51,58,11,11,0.71,0.72,0.65,0.69,0.64
618,image_02875.jpg,86,86,41,51,41,84,0.73,0.71,0.75,0.7,0.7
619,image_03646.jpg,53,53,51,58,58,51,0.68,0.69,0.7,0.68,0.65
620,image_02804.jpg,56,56,56,56,56,56,0.71,0.78,0.77,0.73,0.77
621,image_03669.jpg,53,75,29,75,29,76,0.65,0.62,0.71,0.55,0.59
622,image_02138.jpg,75,75,75,75,75,75,0.81,0.81,0.79,0.7,0.83
623,image_02148.jpg,75,75,75,75,75,75,0.7,0.73,0.66,0.68,0.69
624,image_03968.jpg,51,53,86,60,43,75,0.82,0.82,0.82,0.68,0.64
625,image_03141.jpg,11,72,11,92,72,84,0.71,0.68,0.73,0.67,0.67
626,image_03325.jpg,8,8,8,8,76,8,0.55,0.61,0.64,0.56,0.58
627,image_02666.jpg,58,76,17,60,84,76,0.77,0.7,0.78,0.69,0.7
628,image_03000.jpg,60,60,60,53,60,53,0.83,0.76,0.78,0.75,0.69
629,image_02801.jpg,56,56,56,65,56,56,0.83,0.84,0.74,0.79,0.83
630,image_02225.jpg,41,41,76,86,51,86,0.8,0.71,0.72,0.67,0.81
631,image_03748.jpg,37,37,37,84,37,37,0.65,0.65,0.7,0.66,0.66
632,image_03620.jpg,72,53,72,51,51,84,0.66,0.73,0.7,0.7,0.69
633,image_03110.jpg,11,43,43,11,37,29,0.66,0.64,0.64,0.68,0.63
634,image_02615.jpg,84,76,51,76,53,60,0.67,0.65,0.66,0.69,0.71
635,image_02100.jpg,75,75,75,76,43,75,0.64,0.63,0.53,0.51,0.6
636,image_03187.jpg,65,65,65,65,53,65,0.8,0.75,0.72,0.57,0.77
637,image_02928.jpg,60,60,60,60,58,58,0.77,0.78,0.8,0.76,0.74
638,image_02850.jpg,56,56,60,56,56,56,0.68,0.65,0.74,0.74,0.7
639,image_03645.jpg,53,53,53,75,53,60,0.85,0.82,0.61,0.8,0.81
640,image_03778.jpg,37,37,37,43,37,37,0.63,0.6,0.58,0.64,0.65
641,image_02513.jpg,76,56,8,56,23,23,0.63,0.53,0.59,0.61,0.64
642,image_03706.jpg,53,53,53,51,53,53,0.91,0.89,0.81,0.84,0.81
